Date,رقم القيد,نوع المصرف ,اسم الحساب ,التوصيف,اسم المشروع معدل,اسم المشروع,مبلغ القيد,Type,Code,
1-Aug-20,789,خامات,وقود وزيوت,تسوية عهده محمد طعيمه - فواتير بنزين,العاصمه الادرايه,العاصمه الادرايه,3180.00,المقاولات,4058,
1-Aug-20,790,خامات,خامات ومهمات,تسوية عهده محمد طعيمه - صيانه,العاصمه الادرايه,العاصمه الادرايه,128.00,المقاولات,4058,
1-Aug-20,790,الخدمات,أعمال بالمقطوعية,تسوية عهده محمد طعيمه - ايصالات اعمال,العاصمه الادرايه,العاصمه الادرايه,15670.00,المقاولات,4058,
1-Aug-20,791,الخدمات,إنتقال وبدل سفر ,تسوية عهده محمد طعيمه - مأموريات سيد محمد رمضان,30ع جاردينا,30ع جاردينا,60.00,المقاولات,4035,
1-Aug-20,792,الخدمات,إنتقال وبدل سفر ,تسوية عهده محمد طعيمه - مأموريات اسلام مجدى صبحى,العاصمه الادرايه,العاصمه الادرايه,30.00,المقاولات,4058,
1-Aug-20,793,خامات,خامات ومهمات,تسوية عهده حامد عبدالوهاب - تغيير اسطوانه غاز,الادارة العامة ,الادارة العامة ,280.00,الإدارة,2001,
1-Aug-20,793,خامات,مياة,تسوية عهده حامد عبدالوهاب - إيصال تحصيل نقديه من شركه مياه القاهرة الكبرى عن شهرى يوليو واغسطس,الادارة العامة ,الادارة العامة ,1313.00,الإدارة,2001,
1-Aug-20,793,الخدمات,ارساليات البريد,تسوية عهده حامد عبدالوهاب - بريد الالفى,الادارة العامة ,الادارة العامة ,33.00,الإدارة,2001,
1-Aug-20,794,خامات,خامات ومهمات,تسوية عهده احمد مصطفى سالم - مصروفات نثريه قضائيه,الادارة العامة ,الادارة العامة ,570.00,الإدارة,2001,
1-Aug-20,794,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهده احمد مصطفى سالم - مصروفات قضائيه,الادارة العامة ,الادارة العامة ,114.00,الإدارة,2001,
1-Aug-20,795,الخدمات,أعمال بالمقطوعية,تسوية عهده محمد عواد - مقطوعيه ايجار لودر - بياض سقالات - محمد عبده محمد,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,6500.00,المقاولات,4062,
1-Aug-20,796,خامات,خامات ومهمات,تسوية عهده مصطفى المليجى - ايصالات اعمال,مول ستون ستريت,مول ستون ستريت,100.00,المقاولات,4075,
1-Aug-20,796,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهده مصطفى المليجى - كارته طريق,مول ستون ستريت,مول ستون ستريت,260.00,المقاولات,4075,
1-Aug-20,797,الخدمات,أعمال بالمقطوعية,تسوية عهده مصطفى المليجى - مقطوعيه عدد ساعات لودر - محمد احمد رضوان,مول ستون ستريت,مول ستون ستريت,1430.00,المقاولات,4075,
1-Aug-20,798,الخدمات,أعمال بالمقطوعية,تسوية عهده مصطفى المليجى - مقطوعيه فك خشب - حديد وفرمجه - امام ابوزيد,محطه خلط رويه,محطه خلط رويه,1500.00,محطات خلط الخرسانه,3001,
1-Aug-20,799,خامات,خامات ومهمات,تسوية عهده مصطفى المليجى - لحام كاوتش ,57ع. رؤية,57ع. رؤية,415.00,المقاولات,4023,
1-Aug-20,800,خامات,خامات ومهمات,تسوية عهده مصطفى المليجى - لحام كاوتش ,57ع. رؤية,57ع. رؤية,70.00,المقاولات,4023,
1-Aug-20,800,الخدمات,ايجارات سيارات ,تسوية عهده مصطفى المليجى - ايجار اوبر,57ع. رؤية,57ع. رؤية,145.00,المقاولات,4023,
1-Aug-20,801,خامات,خامات ومهمات,تسوية عهده مصطفى المليجى - شراء بليه مقطوره,57ع. رؤية,57ع. رؤية,190.00,المقاولات,4023,
1-Aug-20,802,خامات,خامات ومهمات,تسوية عهده مصطفى المليجى - تغيير زجاج لودر,57ع. رؤية,57ع. رؤية,1250.00,المقاولات,4023,
1-Aug-20,803,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/30 - سهر السيد القونى,الادارة العامة ,الادارة العامة ,155.00,الإدارة,2001,
1-Aug-20,804,اجور,اجور اضافية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/30 - سهر محمود حسن,الادارة العامة ,الادارة العامة ,60.00,الإدارة,2001,
1-Aug-20,804,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/30 - مأموريات حامد عبدالوهاب,الادارة العامة ,الادارة العامة ,45.00,الإدارة,2001,
1-Aug-20,804,خامات,خامات ومهمات,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/30 - اكراميات 26يوليو,الادارة العامة ,الادارة العامة ,180.00,الإدارة,2001,
1-Aug-20,804,خامات,خامات ومهمات,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/30 - غسيل سيارة - محطه موبيل,الادارة العامة ,الادارة العامة ,150.00,الإدارة,2001,
1-Aug-20,805,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - رد خصم عدم تنفيذ القرار الادارى - قدرى السيد,محطة الريسه,محطة الريسه,604.00,المقاولات,4056,
1-Aug-20,805,اجور,مكافاة ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - مكافأة اناء الاعمال بالكوبرى - طارق عبدالجليل,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,15000.00,المقاولات,4076,
1-Aug-20,805,اجور,مكافاة ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - مكافأة اناء الاعمال بالكوبرى - طارق عبدالجليل,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,15000.00,المقاولات,4078,
1-Aug-20,805,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - أجور,الادارة العامة ,الادارة العامة ,23750.00,الإدارة,2001,
1-Aug-20,805,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - أجور,الادارة العامة ,الادارة العامة ,25000.00,الإدارة,2001,
1-Aug-20,805,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - أجور,الادارة العامة ,الادارة العامة ,10850.00,الإدارة,2001,
1-Aug-20,805,اجور,اجور اساسية ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - راتب أغسطس محمد محمد حسين والى,محطه خلط الشروق,محطه خلط الشروق,4258.00,محطات خلط الخرسانه,3002,
1-Aug-20,806,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - ايمن عبدالستار,الادارة العامة ,الادارة العامة ,1000.00,الإدارة,2001,
1-Aug-20,806,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - ايمن عبدالستار,الادارة العامة ,الادارة العامة ,1000.00,الإدارة,2001,
1-Aug-20,806,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - مأموريات مصطفى حمايه,الادارة العامة ,الادارة العامة ,250.00,الإدارة,2001,
1-Aug-20,806,الخدمات,إنتقال وبدل سفر ,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - مأموريات حامد عبدالوهاب,الادارة العامة ,الادارة العامة ,45.00,الإدارة,2001,
1-Aug-20,806,خامات,خامات ومهمات,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - حراسه - عصام حسن كامل,الادارة العامة ,الادارة العامة ,4000.00,الإدارة,2001,
1-Aug-20,806,خامات,خامات ومهمات,اثبات المنصرف من خزينه مصر الجديده يوم 2020/8/31 - صيانه المصعد - نيو مارينا,الادارة العامة ,الادارة العامة ,342.00,الإدارة,2001,
1-Aug-20,810,المقاولين,اعمال متكاملة ,ت.م 1 - عثماكوم للصناعات الحديديه ,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,720412.00,المقاولات,4079,
1-Aug-20,812,المقاولين,اعمال دهانات,ت.م 7 - ايمن الصباحى,78ع. اكتوبر,78ع. اكتوبر,1439.90,المقاولات,4001,
1-Aug-20,814,المقاولين,اعمال مقطوعيه - مقاولين,ت.م مقطوعيه - خالد علاء فرج ,57ع. رؤية,57ع. رؤية,58500.00,المقاولات,4023,
1-Aug-20,814,خامات,خامات ومهمات,ت.م مقطوعيه - خالد علاء فرج - تخفيض خامات,57ع. رؤية,57ع. رؤية,-2925.00,المقاولات,4023,
1-Aug-20,816,المقاولين,أعمال رخام و كوليسترا,ت.م 1 - ابناء حسن عطوه ,57ع. رؤية,57ع. رؤية,137885.00,المقاولات,4023,
1-Aug-20,819,خامات,خامات ومهمات,ت.م مقطوعيه - خيرى الطنطاوى - تخفيض خامات,الاسمرات,الاسمرات,-2300.00,المقاولات,4029,
1-Aug-20,822,اجور,اجور اساسية ,تسويه عهده عيد عبدالحميد - رد ماتم خصمه عبدالمقصود محمد محمد ,جراج شبرا,جراج شبرا,553.00,الإدارة,2002,
1-Aug-20,822,اجور,اجور اضافية ,تسويه عهده عيد عبدالحميد - سهر عاملين بالجراج,جراج شبرا,جراج شبرا,200.00,الإدارة,2002,
1-Aug-20,822,الخدمات,دعاية وإستقبال وضيافة,تسويه عهده عيد عبدالحميد - مصاريف بوفيه,جراج شبرا,جراج شبرا,140.00,الإدارة,2002,
1-Aug-20,822,الخدمات,صيانه,تسويه عهده عيد عبدالحميد - تكييفات المشروع,جراج شبرا,جراج شبرا,2700.00,الإدارة,2002,
1-Aug-20,822,الخدمات,إنتقال وبدل سفر ,تسويه عهده عيد عبدالحميد - مأموريه كرم محمود إبراهيم,جراج شبرا,جراج شبرا,30.00,الإدارة,2002,
1-Aug-20,824,خامات,خامات ومهمات,تسويه عهده عيد عبدالحميد - اكرة باب,محطه خلط رويه,محطه خلط رويه,30.00,محطات خلط الخرسانه,3001,
1-Aug-20,825,الخدمات,دعاية وإستقبال وضيافة,تسوية عهدة رأفت عبدالعظيم - مصاريف بوفيه,الادارة العامة ,الادارة العامة ,42.00,الإدارة,2001,
1-Aug-20,826,الخدمات,صيانه,تسويه عهده عيد عبدالحميد - معدات,كوبرى طه حسين,كوبرى طه حسين,1348.00,المقاولات,4083,
1-Aug-20,827,الخدمات,صيانه,تسويه عهده عيد عبدالحميد - سيارة,78ع. اكتوبر,78ع. اكتوبر,250.00,المقاولات,4001,
1-Aug-20,829,الخدمات,صيانه,تسويه عهده عيد عبدالحميد - سيارة,الادارة العامة ,الادارة العامة ,1165.00,الإدارة,2001,
1-Aug-20,833,الخدمات,ايجار شقق واستراحات,تسوية عهدة - السيد إبراهيم السيد - ايجار شقه الغرب عن شهر أغسطس,الاسماعيليه الجديده,الاسماعيليه الجديده,3092.78,المقاولات,4038,
1-Aug-20,833,الخدمات,دعاية وإستقبال وضيافة,تسوية عهدة - السيد إبراهيم السيد - مصاريف بوفيه,الاسماعيليه الجديده,الاسماعيليه الجديده,1000.00,المقاولات,4038,
1-Aug-20,836,الخدمات,دعاية وإستقبال وضيافة,تسوية عهدة - محمد ابوالعز - مصاريف بوفيه,محطه خلط الشروق,محطه خلط الشروق,994.00,محطات خلط الخرسانه,3002,
1-Aug-20,837,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة - محمد ابوالعز - كارته طريق,محطه خلط الشروق,محطه خلط الشروق,200.00,محطات خلط الخرسانه,3002,
1-Aug-20,837,الخدمات,دعاية وإستقبال وضيافة,تسوية عهدة - محمد ابوالعز - مصاريف بوفيه,محطه خلط الشروق,محطه خلط الشروق,70.00,محطات خلط الخرسانه,3002,
1-Aug-20,838,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة - محمد ابوالعز - كارته طريق,محطه خلط الشروق,محطه خلط الشروق,2195.00,محطات خلط الخرسانه,3002,
1-Aug-20,839,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة - محمد ابوالعز - كارته طريق,محطه خلط الشروق,محطه خلط الشروق,10005.00,محطات خلط الخرسانه,3002,
1-Aug-20,842,خامات,خامات ومهمات,تسوية عهدة - محمد ابوالعز - مذكرة غرامه,محطه خلط الشروق,محطه خلط الشروق,200.00,محطات خلط الخرسانه,3002,
1-Aug-20,842,الخدمات,إنتقال وبدل سفر ,تسوية عهدة - محمد ابوالعز - محمد احمد عبدالعزيز,محطه خلط الشروق,محطه خلط الشروق,200.00,محطات خلط الخرسانه,3002,
1-Aug-20,842,اجور,اجور عماله يوميه - مؤقتة ,تسوية عهدة - محمد ابوالعز - يوميه - محمد احمد عبدالمنعم ,محطه خلط الشروق,محطه خلط الشروق,500.00,محطات خلط الخرسانه,3002,
1-Aug-20,844,الخدمات,أعمال بالمقطوعية,تسوية عهدة - مصطفى محمد حمايه - مقطوعيه - احمد عبدالنافع عبدالعال,78ع. اكتوبر,78ع. اكتوبر,10600.00,المقاولات,4001,
1-Aug-20,845,الخدمات,مصاريف حراسة ,تسوية عهدة - مصطفى محمد حمايه - حراسة شهر يوليو,17ع. اكتوبر,17ع. اكتوبر,250.00,المقاولات,4006,
1-Aug-20,846,الخدمات,مصاريف حراسة ,تسوية عهدة - مصطفى محمد حمايه - حراسة شهر يوليو,78ع. اكتوبر,78ع. اكتوبر,20000.00,المقاولات,4001,
1-Aug-20,846,اجور,اجور اضافية ,تسوية عهدة - مصطفى محمد حمايه - بدل راحات - احمد عماد الديم محمد شوقى,78ع. اكتوبر,78ع. اكتوبر,320.00,المقاولات,4001,
1-Aug-20,847,خامات,وقود وزيوت,تسويه عهده عيد عبدالحميد - فواتير بنزين,جراج شبرا,جراج شبرا,600.00,الإدارة,2002,
1-Aug-20,847,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه عهده عيد عبدالحميد - كارته طريق,جراج شبرا,جراج شبرا,375.00,الإدارة,2002,
1-Aug-20,847,الخدمات,صيانه,تسويه عهده عيد عبدالحميد - سيارات,جراج شبرا,جراج شبرا,20.00,الإدارة,2002,
1-Aug-20,849,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه عهده  محمود محمد احمد عبدالسلام - تراخيص سيارات,جراج شبرا,جراج شبرا,1603.00,الإدارة,2002,
1-Aug-20,849,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسويه عهده  محمود محمد احمد عبدالسلام - رسوم مرور,جراج شبرا,جراج شبرا,2065.00,الإدارة,2002,
1-Aug-20,849,خامات,خامات ومهمات,تسويه عهده  محمود محمد احمد عبدالسلام - إيصال مصاريف لودر,جراج شبرا,جراج شبرا,14650.00,الإدارة,2002,
1-Aug-20,849,خامات,خامات ومهمات,تسويه عهده  محمود محمد احمد عبدالسلام - مثلث + قمع,جراج شبرا,جراج شبرا,510.00,الإدارة,2002,
1-Aug-20,849,خامات,وقود وزيوت,تسويه عهده محمود محمد احمد عبدالسلام - فواتير بنزين,جراج شبرا,جراج شبرا,760.00,الإدارة,2002,
1-Aug-20,849,الخدمات,دعاية وإستقبال وضيافة,تسويه عهده محمود محمد احمد عبدالسلام - مصاريف بوفيه,الادارة العامة ,الادارة العامة ,11757.50,الإدارة,2001,
1-Aug-20,851,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,17ع. اكتوبر,17ع. اكتوبر,13002.90,المقاولات,4006,
1-Aug-20,852,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,78ع. اكتوبر,78ع. اكتوبر,125387.44,المقاولات,4001,
1-Aug-20,853,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),12581.79,الاستثمار,7001,
1-Aug-20,853,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),5417.13,الاستثمار,7001,
1-Aug-20,854,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الادارة العامة ,الادارة العامة ,220030.62,الإدارة,2001,
1-Aug-20,854,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الادارة العامة ,الادارة العامة ,8504.87,الإدارة,2001,
1-Aug-20,854,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الاسماعيليه الجديده,الاسماعيليه الجديده,3494.10,المقاولات,4038,
1-Aug-20,854,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الادارة العامة ,الادارة العامة ,1031295.49,الإدارة,2001,
1-Aug-20,855,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الاسماعيليه الجديده,الاسماعيليه الجديده,87925.82,المقاولات,4038,
1-Aug-20,856,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,جراج شبرا,جراج شبرا,128826.30,الإدارة,2002,
1-Aug-20,857,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),3983.53,الاستثمار,7004,
1-Aug-20,858,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,المجزر الى,المجزر الى,5056.26,المقاولات,4040,
1-Aug-20,859,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,تعليم القيادة والفحص الفنى بالتجمع الخامس,تعليم القيادة والفحص الفنى بالتجمع الخامس,12702.10,المقاولات,4084,
1-Aug-20,860,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,30ع جاردينا,30ع جاردينا,30333.15,المقاولات,4035,
1-Aug-20,861,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مول ستون ستريت,مول ستون ستريت,36985.65,المقاولات,4075,
1-Aug-20,862,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,الاسمرات,الاسمرات,15486.23,المقاولات,4029,
1-Aug-20,863,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,كوبرى طه حسين,كوبرى طه حسين,8786.38,المقاولات,4083,
1-Aug-20,864,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,153882.35,المقاولات,4078,
1-Aug-20,865,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مبنى خدمات الفحص الفني - العبور,مبنى خدمات الفحص الفني - العبور,7517.28,المقاولات,4080,
1-Aug-20,866,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مبنى خدمات الفحص الفنى - بالقطامية ,مبنى خدمات الفحص الفنى - بالقطامية ,7016.36,المقاولات,4085,
1-Aug-20,867,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مبنى خدمات الفحص الفني - السويس,مبنى خدمات الفحص الفني - السويس,4566.58,المقاولات,4081,
1-Aug-20,868,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,70714.08,المقاولات,4079,
1-Aug-20,869,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,محطة الريسه,محطة الريسه,23851.45,المقاولات,4056,
1-Aug-20,870,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,محطه خلط الشروق,محطه خلط الشروق,78683.93,محطات خلط الخرسانه,3002,
1-Aug-20,871,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,محطه خلط رويه,محطه خلط رويه,133609.70,محطات خلط الخرسانه,3001,
1-Aug-20,872,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,العاصمه الادرايه,العاصمه الادرايه,126273.24,المقاولات,4058,
1-Aug-20,873,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,57ع. رؤية,57ع. رؤية,171421.77,المقاولات,4023,
1-Aug-20,874,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مصارف ابيار الثانية أ,مصارف ابيار الثانية أ,2835.55,المقاولات,4016,
1-Aug-20,874,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مصارف ابيار الثانية أ,مصارف ابيار الثانية أ,5136.08,المقاولات,4016,
1-Aug-20,875,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مصارف البكاتوش,مصارف البكاتوش,10108.94,المقاولات,4057,
1-Aug-20,876,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,مصارف شوبر,مصارف شوبر,30938.25,المقاولات,4061,
1-Aug-20,877,اجور,اجور اساسية ,تسوية رواتب اغسطس 2020 للساده العاملين بالشركه,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,153009.21,المقاولات,4062,
1-Aug-20,881,مجلس_الادارة,رواتب المجلس,تخفيض الأجور بقيمة رواتب أعضاء مجلس الإدارة عن شهر أغسطس ,الادارة العامة ,الادارة العامة ,292344.54,الإدارة,2001,
1-Aug-20,881,اجور,اجور اساسية ,تخفيض الأجور بقيمة رواتب أعضاء مجلس الإدارة عن شهر أغسطس ,الادارة العامة ,الادارة العامة ,-292344.54,الإدارة,2001,
1-Aug-20,882,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,17ع. اكتوبر,17ع. اكتوبر,515.00,المقاولات,4006,
1-Aug-20,883,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,78ع. اكتوبر,78ع. اكتوبر,2922.00,المقاولات,4001,
1-Aug-20,884,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),169.00,الاستثمار,7001,
1-Aug-20,885,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,الاسماعيليه الجديده,الاسماعيليه الجديده,1413.00,المقاولات,4038,
1-Aug-20,885,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,الاسماعيليه الجديده,الاسماعيليه الجديده,213.00,المقاولات,4038,
1-Aug-20,886,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,جراج شبرا,جراج شبرا,5732.00,الإدارة,2002,
1-Aug-20,887,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),246.00,الاستثمار,7004,
1-Aug-20,888,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,المجزر الى,المجزر الى,325.00,المقاولات,4040,
1-Aug-20,889,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,تعليم القيادة والفحص الفنى بالتجمع الخامس,تعليم القيادة والفحص الفنى بالتجمع الخامس,628.00,المقاولات,4084,
1-Aug-20,890,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,30ع جاردينا,30ع جاردينا,1954.00,المقاولات,4035,
1-Aug-20,891,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,الادارة العامة ,الادارة العامة ,307.00,الإدارة,2001,
1-Aug-20,892,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,5225.00,المقاولات,4062,
1-Aug-20,893,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,الاسمرات,الاسمرات,471.00,المقاولات,4029,
1-Aug-20,894,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,كوبرى طه حسين,كوبرى طه حسين,269.00,المقاولات,4083,
1-Aug-20,895,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,3248.00,المقاولات,4078,
1-Aug-20,896,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مبنى خدمات الفحص الفني - العبور,مبنى خدمات الفحص الفني - العبور,335.00,المقاولات,4080,
1-Aug-20,897,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مبنى خدمات الفحص الفنى - بالقطامية ,مبنى خدمات الفحص الفنى - بالقطامية ,160.00,المقاولات,4085,
1-Aug-20,898,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,1074.00,المقاولات,4079,
1-Aug-20,899,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,محطة الريسه,محطة الريسه,765.00,المقاولات,4056,
1-Aug-20,900,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,محطه خلط الشروق,محطه خلط الشروق,974.00,محطات خلط الخرسانه,3002,
1-Aug-20,901,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,محطه خلط رويه,محطه خلط رويه,1796.00,محطات خلط الخرسانه,3001,
1-Aug-20,902,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,العاصمه الادرايه,العاصمه الادرايه,3641.00,المقاولات,4058,
1-Aug-20,903,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,57ع. رؤية,57ع. رؤية,3876.00,المقاولات,4023,
1-Aug-20,904,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مصارف ابيار الثانية أ,مصارف ابيار الثانية أ,157.00,المقاولات,4016,
1-Aug-20,904,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مصارف ابيار الثانية أ,مصارف ابيار الثانية أ,204.00,المقاولات,4016,
1-Aug-20,905,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مول ستون ستريت,مول ستون ستريت,316.00,المقاولات,4075,
1-Aug-20,906,اجور,اجور اضافية ,قيمة 15% عن شهر يوليو 2020 تصرف مع رواتب أغسطس 2020,مصارف شوبر,مصارف شوبر,1891.00,المقاولات,4061,
1-Aug-20,907,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة محمود محمد احمد عبدالسلام - تراخيص سيارات,جراج شبرا,جراج شبرا,8721.00,الإدارة,2002,
1-Aug-20,907,رسوم_وضرائب,رسوم مرور وتراخيص وانتظار وغرامات,تسوية عهدة محمود محمد احمد عبدالسلام - رسوم مرور,جراج شبرا,جراج شبرا,45.00,الإدارة,2002,
